name,star,number_of_reviewer,price,cost,discount,longitude,latitude,score_level,address,link
Sunset Hotel & Apartment,8.8,625,1175000,4700000,75,10.338933,107.089294,medium,"
6 Tran Quy Cap, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/sunset-amp-apartment-thanh-pho-vung-tau.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=63&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929656&all_sr_blocks=708629401_383525680_2_0_0&highlighted_blocks=708629401_383525680_2_0_0&matching_block_id=708629401_383525680_2_0_0&sr_pri_blocks=708629401_383525680_2_0_0__117500000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Mercury Hotel & Apartment,8.0,146,1620000,1620000,0,10.34905,107.072907,medium,"
9 Trương Vĩnh Ký 9 Trương Vĩnh Ký , phường 1 , Thành phố Vũng Tàu , Tỉnh Bà Rịa - Vũng Tàu, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/mercury-vung-tau.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=64&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929656&all_sr_blocks=848626802_361065249_2_0_0&highlighted_blocks=848626802_361065249_2_0_0&matching_block_id=848626802_361065249_2_0_0&sr_pri_blocks=848626802_361065249_2_0_0__162000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Khách sạn căn hộ Sơn Thịnh Lk67,8.0,26,3276930,5749000,43,10.33035643,107.08839764,medium,"
23 Thùy Vân, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/khach-san-can-ho-sat-bien-vung-tau-son-thinh-1.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=65&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929656&all_sr_blocks=849443615_375890131_10_2_0&highlighted_blocks=849443615_375890131_10_2_0&matching_block_id=849443615_375890131_10_2_0&sr_pri_blocks=849443615_375890131_10_2_0__327693000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Pullman Vung Tau,8.0,584,3896005,3896005,0,10.34872,107.094469,medium,"
15 Thi Sach, Thang Tam, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/pullman-vung-tau.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=66&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929656&all_sr_blocks=163573811_121941351_2_2_0&highlighted_blocks=163573811_121941351_2_2_0&matching_block_id=163573811_121941351_2_2_0&sr_pri_blocks=163573811_121941351_2_2_0__389600500&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Thùy Trang Hotel,7.7,257,475200,792000,40,10.337289,107.089317,Low,"
31 Phó Đức Chính Phường Thắng Tam, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/thuy-trang-vung-tau2.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=67&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929656&all_sr_blocks=1010880301_373782552_2_0_0&highlighted_blocks=1010880301_373782552_2_0_0&matching_block_id=1010880301_373782552_2_0_0&sr_pri_blocks=1010880301_373782552_2_0_0__47520000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
The Sóng-Sunny Canopy,8.3,9,2041200,2041200,0,10.3500335,107.0961128,High,"
28 Đường Thi Sách, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/the-song-sunny-canopy.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=68&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929656&all_sr_blocks=987566003_371132392_2_0_0&highlighted_blocks=987566003_371132392_2_0_0&matching_block_id=987566003_371132392_2_0_0&sr_pri_blocks=987566003_371132392_2_0_0__204120000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
HA Hotel-Apartment,8.9,66,900000,1200000,25,10.336272,107.083282,High,"
Bàu Sen 4 C19 Bàu Sen 4, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/phuong-anh-vung-tau2.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=69&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929656&all_sr_blocks=979460402_382672530_2_0_0&highlighted_blocks=979460402_382672530_2_0_0&matching_block_id=979460402_382672530_2_0_0&sr_pri_blocks=979460402_382672530_2_0_0__90000000&from=searchresults#hotelTmpl
Volga Hotel,7.5,409,1479077,1972102,25,10.329945,107.088134,Low,"
15 Thuy Van, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/volga-vung-tau.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=70&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929656&all_sr_blocks=642039807_260406264_0_1_0&highlighted_blocks=642039807_260406264_0_1_0&matching_block_id=642039807_260406264_0_1_0&sr_pri_blocks=642039807_260406264_0_1_0__147907700&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Thuan Hoa Hotel,8.6,544,597000,746250,20,10.338743,107.08467096,medium,"
124A Hoang Hoa Tham, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/mai-thu.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=71&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929656&all_sr_blocks=147475401_310412126_0_0_0&highlighted_blocks=147475401_310412126_0_0_0&matching_block_id=147475401_310412126_0_0_0&sr_pri_blocks=147475401_310412126_0_0_0__59700000&from=searchresults#hotelTmpl
MÝ Ơi Homestay - The Sóng Luxury Apartment - Infinity Pools - Near Beach,9.1,42,1822750,2430333,25,10.3500687,107.0959306,High,"
28 Đường Thi Sách, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/the-song-apartment-my-oi-homestay-vung-tau.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=72&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929656&all_sr_blocks=1032367302_375881689_2_0_0&highlighted_blocks=1032367302_375881689_2_0_0&matching_block_id=1032367302_375881689_2_0_0&sr_pri_blocks=1032367302_375881689_2_0_0__182275000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
The Sóng Apartment - Sauna Hồ Bơi Vô Cực Free,8.1,50,2460500,3515000,30,10.3500712,107.09593,High,"
28 Đường Thi Sách, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/the-song-can-ho-nghi-duong-sat-bien-tai-tp-vung-tau.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=73&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929656&all_sr_blocks=1001241507_372931405_0_0_0&highlighted_blocks=1001241507_372931405_0_0_0&matching_block_id=1001241507_372931405_0_0_0&sr_pri_blocks=1001241507_372931405_0_0_0__246050000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
The Sóng Vũng Tàu- Hao's Homestay,8.5,147,1832400,4581000,60,10.3500335,107.0961128,medium,"
28 Đường Thi Sách, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/the-song-apartment-sea-view-5.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=74&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929656&all_sr_blocks=971637805_369585001_0_0_0&highlighted_blocks=971637805_369585001_0_0_0&matching_block_id=971637805_369585001_0_0_0&sr_pri_blocks=971637805_369585001_0_0_0__183240000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
The Sóng Vũng Tàu - TINATA HOMESTAY - Free 2 Pool,9.1,24,2700000,3600000,25,10.3500344,107.0961167,High,"
28 Đường Thi Sách, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/sunny-beach-vung-tau.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=75&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929656&all_sr_blocks=920697104_369332188_3_0_0&highlighted_blocks=920697104_369332188_3_0_0&matching_block_id=920697104_369332188_3_0_0&sr_pri_blocks=920697104_369332188_3_0_0__270000000&from=searchresults#hotelTmpl
The Song Apartment Vung Tau,9.2,9,1755000,11700000,85,10.34993879,107.09632075,High,"
TSH-1.25 C/c The Sóng, 28 Thi Sách, Phường Thắng Tam, Thành phố Vũng Tàu, Tỉnh BR-VT, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/the-song-apartment-decor-thuy-vo.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=76&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929738&all_sr_blocks=1100257401_383569619_2_0_0&highlighted_blocks=1100257401_383569619_2_0_0&matching_block_id=1100257401_383569619_2_0_0&sr_pri_blocks=1100257401_383569619_2_0_0__175500000&from=searchresults#hotelTmpl
The Sóng Apartment Vũng Tàu - Oliu Homestay - Free Hồ Bơi Vô Cực,9.1,22,2239804,2239804,0,10.3500428,107.0958238,High,"
28 Đường Thi Sách, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/the-song-homestay-tien-ich-5sao.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=77&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929738&all_sr_blocks=895114904_0_2_0_0&highlighted_blocks=895114904_0_2_0_0&matching_block_id=895114904_0_2_0_0&sr_pri_blocks=895114904_0_2_0_0__223980364&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Nice place apartment in Vung Tau 1504,9.2,8,2868750,3825000,25,10.34637488,107.09544207,High,"
Chung cư Sơn Thịnh 2, số 2 Lê Hồng Phong nối dài, phường Thắng Tam, TP vũng tàu Chung cư Sơn Thịnh 2, số 2 Lê Hồng Phong nối dài, phường Thắng Tam, TP vũng tàu, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/nice-place-apartment-in-vung-tau-1504.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=78&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929738&all_sr_blocks=681844901_376660850_2_42_0&highlighted_blocks=681844901_376660850_2_42_0&matching_block_id=681844901_376660850_2_42_0&sr_pri_blocks=681844901_376660850_2_42_0__286875000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
ibis Styles Vung Tau,8.1,877,2286144,2286144,0,10.3363039,107.0906818,medium,"
117 Thuy Van Thang Tam Ward, 790000 Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/ibis-styles-vung-tau.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=79&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929738&all_sr_blocks=572853906_220434595_2_2_0&highlighted_blocks=572853906_220434595_2_2_0&matching_block_id=572853906_220434595_2_2_0&sr_pri_blocks=572853906_220434595_2_2_0__228614400&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Ngọc Huyền Hotel,8.6,14,1000000,1000000,0,10.36404,107.084347,medium,"
4 Trương Văn Bang, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/khach-san-ngoc-huyen-vung-tau.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=81&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929738&all_sr_blocks=922057604_363912730_2_0_0&highlighted_blocks=922057604_363912730_2_0_0&matching_block_id=922057604_363912730_2_0_0&sr_pri_blocks=922057604_363912730_2_0_0__100000000&from=searchresults#hotelTmpl
Khách Sạn Du Mỹ Hân,8.6,43,398000,398000,0,10.33633907,107.08644222,High,"
145 Đường Hoàng Hoa Thám, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/khach-san-du-my-han.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=83&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929738&all_sr_blocks=1085110001_381388427_2_0_0&highlighted_blocks=1085110001_381388427_2_0_0&matching_block_id=1085110001_381388427_2_0_0&sr_pri_blocks=1085110001_381388427_2_0_0__39800000&from=searchresults#hotelTmpl
The Alcove Apartment Vung Tau,8.4,57,1764000,2520000,30,10.347661,107.074385,High,"
4 Trưng Trắc, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/experts-home.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=84&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929738&all_sr_blocks=714290802_375937011_2_0_0&highlighted_blocks=714290802_375937011_2_0_0&matching_block_id=714290802_375937011_2_0_0&sr_pri_blocks=714290802_375937011_2_0_0__176400000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
3B Villa Hồ Bơi Gần Biển Bãi Sau - Free Karaoke,9.5,2,11880000,12000000,0,10.3335784,107.0849222,High,"
3b Lạc Long Quân, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/3b-villa-ho-boi-gan-bien-bai-sau-free-karaoke.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=85&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929738&all_sr_blocks=1109392201_384022338_15_0_0&highlighted_blocks=1109392201_384022338_15_0_0&matching_block_id=1109392201_384022338_15_0_0&sr_pri_blocks=1109392201_384022338_15_0_0__1188000000&from=searchresults#hotelTmpl
The Sóng Căn Hộ 2 Phòng Ngủ Tiện Ích 5 Sao Vũng Tàu Gần Biển,8.61674876847291,0,1558441,2597402,40,10.3500246,107.0958627,medium,"
28 Đường Thi Sách, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/the-song-can-ho-2-phong-ngu-tien-ich-5-sao-vung-tau.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=87&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929738&all_sr_blocks=1101387601_383567651_2_0_0&highlighted_blocks=1101387601_383567651_2_0_0&matching_block_id=1101387601_383567651_2_0_0&sr_pri_blocks=1101387601_383567651_2_0_0__155844100&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
The Song Luxury Aparment - Căn hộ the sóng Vũng Tàu - Havilla Homestay,8.5,108,2453638,2453638,0,10.3500705,107.09634817,High,"
28 Đường Thi Sách phường thắng Tam, Thành Phố Vũng Tàu , Việt Nam, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/the-song-apartment-amp-homestay-ho-boi-vo-cuc-sauna-khu-vui-choi-tre-em-mien-phi.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=88&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929738&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__245363839&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Căn hộ Vũng tàu Melody,9.1,179,40946400,40946400,0,10.33711337,107.08638915,High,"
Tòa nhà Vũng tàu Melody 149 Võ Thị Sáu, Phường Thắng Tam, TP Vũng Tàu, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/can-ho-vung-tau-melody.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=89&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929738&all_sr_blocks=295406807_119451201_5_0_0&highlighted_blocks=295406807_119451201_5_0_0&matching_block_id=295406807_119451201_5_0_0&sr_pri_blocks=295406807_119451201_5_0_0__4094640000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Condotel The Song Vũng Tàu - Apartment Luxury The Song Vung Tau,8.8,102,1769040,3402000,48,10.3502675,107.0969813,High,"
26 Đường Thi Sách 16, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/can-ho-condotel-5-sao-du-lich-vung-tau.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=90&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929738&all_sr_blocks=972214201_369664175_0_0_0&highlighted_blocks=972214201_369664175_0_0_0&matching_block_id=972214201_369664175_0_0_0&sr_pri_blocks=972214201_369664175_0_0_0__176904000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Vũng Tàu Melody Apartment - Căn Hộ Suri,8.9,173,2280000,3800000,40,10.3370338,107.08614887,High,"
149 Võ Thị Sáu, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/homestay-suris-melody-vung-tau.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=91&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929738&all_sr_blocks=890266811_376858285_2_0_0&highlighted_blocks=890266811_376858285_2_0_0&matching_block_id=890266811_376858285_2_0_0&sr_pri_blocks=890266811_376858285_2_0_0__228000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
